,Player,Squad,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9
1011,v.golob,Marvelous Patriots,38790000,40105117.73,40641269.12,40514475.32,40046963.34,40243990.98,40146207.48,40226477.76,40588278.72,40213646.34,40350379.61
1012,v.tugume,Marvelous Patriots,36970000,38683904.73,38326849.83,38457167.68,39239293.39,36970000,36970000,36970000,36970000,36970000,36970000
1013,l.jean,Marvelous Patriots,26890000,27897935.48,27830150.01,27885794.97,28136602.6,27876899.97,27971686.2,28540562.6,26890000,26890000,26890000
1014,y.acola,Marvelous Patriots,13360000,13850330.37,13897423.86,14180063.83,13360000,13360000,13360000,13360000,13360000,13360000,13360000
1015,k.huang,Marvelous Patriots,19990000,19990000,19990000,19990000,19990000,19990000,19990000,19990000,19990000,19990000,19990000
1016,j.leroux,Marvelous Patriots,10570000,10912513.6,10966202.23,10939556.92,10961430.01,11060018.2,10957933.53,10995192.38,11218807.98,10570000,10570000
1017,f.lee,Marvelous Patriots,27310000,28508786.19,28365115.81,28501649.92,28235905.27,28613381.27,28524112.42,28194961.82,28333678.62,28264834.4,28321348.48
1018,m.chirambo,Marvelous Patriots,15140000,16069323.83,15140000,15140000,15140000,15140000,15140000,15140000,15140000,15140000,15140000
1019,w.tushabomwe,Marvelous Patriots,22800000,23538818.36,23654627.33,23597152.11,23644333.41,23856992.91,23636791.35,23717160.48,24199510.12,22800000,22800000
1020,n.colon,Marvelous Patriots,38030000,39108930.8,39805738.29,39699345.98,39499280.65,39689408.51,39319351.06,39844997.8,39720688.22,39262336.06,39455503.4
1021,c.alum,Marvelous Patriots,36380000,37558868.94,37743655.37,37651947.1,37727230.24,38066552.72,37715196.02,37843434.14,38613078,36380000,36380000
1022,g.chimwaza,Marvelous Patriots,26160000,26902172.75,27381491.29,27308306.36,27170685.82,27301470.59,27046916.21,27408497.04,27322987.22,27007696.85,27140572.41
1023,c.adong,Mean Wolves,8970000,9306228.39,9283616.42,9302178.54,9385843.26,9299211.33,9330830.24,9520596.75,8970000,8970000,8970000
1024,c.moser,Mean Wolves,26160000,27074627.16,27128761.49,27372760.28,27120107.97,27212320.98,27765753.72,26160000,26160000,26160000,26160000
1025,d.henriksen,Mean Wolves,11010000,11435368.92,11490412.51,11383277.81,11535456.9,11499468.24,11366771.5,11422695.04,11394940.56,11417724.16,11520416.31
1026,u.krause,Mean Wolves,9570000,9921232.16,9954966.05,10157425.96,9570000,9570000,9570000,9570000,9570000,9570000,9570000
1027,d.biribawa,Mean Wolves,10680000,11146013.22,11042089.65,11189707.51,11154797.53,11026078.07,11080325.44,11053402.83,11075503.54,11175117.73,11071970.69
1028,o.nanyanzi,Mean Wolves,9900000,10235644.9,10372481.68,10340121.31,10220802.71,10271088.18,10246131.84,10266618.45,10358957.45,10263343.61,10298240.74
1029,y.gashi,Mean Wolves,7950000,8247995.06,8227954.36,8244405.73,8318556.74,8241775.93,8269799.38,8437987.08,7950000,7950000,7950000
1030,k.philippe,Mean Wolves,22310000,23090020.34,23136187.65,23344276.83,23128807.68,23207449.58,23679432.93,22310000,22310000,22310000,22310000
1031,g.mwima,Mean Wolves,28990000,30003571.92,30063562.52,30333957.21,30053972.86,30156161.51,30769464.85,28990000,28990000,28990000,28990000
1032,o.roth,Mean Wolves,25910000,27061873.05,26749595.78,26881201.5,26815886.46,26869503.45,27111170.45,26860932.63,26952264.39,27500408.22,25910000
1033,v.morel,Mean Wolves,27530000,28731249.44,28463364.04,28843880.87,28753892.9,28422090.76,28561925.02,28492526.21,28549495.56,28806272.58,28540388.85
1034,y.larsen,Mean Wolves,19520000,20451600.24,20387794.74,20152532.21,20251680.95,20202474.09,20242867.9,20424934.28,20236410.84,20305218.1,20718177.09
1035,k.chisi,Mean Wolves,31360000,32856669.23,32754162.05,32376199.29,32535487.42,32456433.78,32521328.76,32813828.84,32510955.12,32621497.93,33284940.24
1036,s.ghaffari,Mean Wolves,23140000,23924527.57,24244366.27,24168727.99,23889835.83,24007371.78,23949039.47,23996924.34,24212755.08,23989269.82,24070837.44
1037,x.makina,Mean Wolves,8380000,8766604.28,8711953.08,8617744.94,8771288.11,8747844.32,8703759.45,8745654.57,8664111.54,8779939.04,8752547.13
1038,l.sigauke,Mean Wolves,34740000,36082172.22,36255852,35917808.46,36397981.16,36284425.69,35865725.87,36042182.17,35954608.09,36026497.48,36350523.4
1039,b.alhassan,Mean Wolves,8140000,8517365.01,8438749.19,8467442.38,8639649.67,8140000,8140000,8140000,8140000,8140000,8140000
1040,l.chiu,Mighty Monkeys,12370000,12828087.91,12943465.01,12823996.01,12867599.79,13129295.62,12370000,12370000,12370000,12370000,12370000
1041,d.shuaibu,Mighty Monkeys,10270000,10602792.3,10654957.14,10629068.08,10650320.36,10746110.4,10646923.12,10683124.48,10900393.38,10270000,10270000
1042,w.ly,Mighty Monkeys,24230000,25307185.79,25015156.53,25138228.96,25077148.93,25127289.41,25353286.76,25119274.32,25204684.15,25717286.42,24230000
1043,e.deluca,Mighty Monkeys,14190000,14867223.74,14820840.54,14649817.22,14721893.06,14686122.3,14715486.45,14847839.01,14710792.51,14760811.72,15061010.91
1044,j.neo,Mighty Monkeys,7920000,8188515.92,8297985.34,8272097.05,8176642.17,8216870.55,8196905.47,8213294.76,8287165.96,8210674.89,8238592.59
1045,m.angom,Mighty Monkeys,18920000,19629190.75,19581496.4,19620648.6,19797118.67,19614390.02,19681082.3,20081347.88,18920000,18920000,18920000
1046,q.atiku,Mighty Monkeys,8680000,8983477.21,9001439.21,9082399.05,8998567.94,9029164.61,9212795.96,8680000,8680000,8680000,8680000
1047,a.caron,Mighty Monkeys,26890000,28063323.56,27801665.79,28173336.6,28085440.61,27761352,27897935.48,27830150.01,27885794.97,28136602.6,27876899.97
1048,j.nath,Mighty Monkeys,28830000,29764216.37,29910653.77,29837977.87,29897637.37,30166539.71,29888100.64,29989725.3,30599643.72,28830000,28830000
1049,v.heikkinen,Mighty Monkeys,29520000,29520000,29520000,29520000,29520000,29520000,29520000,29520000,29520000,29520000,29520000
1050,f.mugabe,Mighty Monkeys,28030000,29112932.86,29253066.54,28980315.81,29367743.58,29276121.24,28938292.92,29080666.85,29010007.62,29068011.64,29329452.24
1051,c.hamed,Mighty Monkeys,11870000,12328594.83,12387937.92,12272434.84,12436500.76,12397701.01,12254639.21,12314930.98,12285008.58,12309571.82,12420285.34
1052,y.atoo,Mighty Monkeys,29900000,31204662.49,30913715.4,31326990.12,31229255.27,30868888.99,31020761.28,30945388.08,31007261.79,31286144.21,30997371.11
1053,e.fiore,Mighty Monkeys,17600000,18297180.69,18099321.12,18421798.42,18372560.85,18279972.11,18367961.87,18196702.04,18439967.43,18382437.88,18170315.93
1054,o.avako,Mighty Monkeys,32600000,33807248.64,34111314.42,33796464.83,33911378.59,34601053.95,32600000,32600000,32600000,32600000,32600000
1055,i.kolar,Mighty Monkeys,14870000,15518840.51,15374145.42,15579677.03,15531071.1,15351852.15,15427381.95,15389897.01,15420668.32,15559363.36,15415749.45
1056,k.mwanje,Mighty Monkeys,27880000,28957137.64,29096521.41,28825230.28,29210584.77,29119452.74,28783432.27,28925044.3,28854763.2,28912456.82,29172498.34
1057,s.lutaaya,Mighty Monkeys,24420000,25491928.18,25363461.3,25485547.09,25247924.08,25585454.81,25505632.57,25211313.35,25335350.86,25273791.87,25324325.52
1058,x.kazibwe,Mighty Monkeys,34760000,36062931.85,35975307.35,36047238.12,36371450.59,36035739.8,36158267.47,36893639.12,34760000,34760000,34760000
1059,b.vandermeer,Red Rangers,13330000,13781933.99,13966179.88,13922607.78,13761949.51,13829657.12,13796054.28,13823638.79,13947969.98,13819229.33,13866217.07
1060,j.fukuda,Red Rangers,15170000,15893994.65,15844408.11,15661573.44,15738627.05,15700385.86,15731777.97,15873271.16,15726759.86,15780233.53,16101165.29
1061,a.davies,Red Rangers,19670000,20407303.49,20357718.51,20398422.72,20581888.18,20391916.05,20461252.05,20877384.39,19670000,19670000,19670000
1062,l.fuchs,Red Rangers,24700000,25500386.56,25625846.28,25563581.46,25614694.52,25845075.65,25606523.96,25693590.52,26216135.97,24700000,24700000
1063,m.rashid,Red Rangers,25020000,26118265.49,25986642.17,26111727.61,25868266.2,26214090.06,26132306.58,25830755.94,25957841.05,25894769.56,25946544.82
1064,o.mudzingwa,Red Rangers,10300000,10592216.34,10780938.85,10752123.68,10697938.22,10749432.23,10649206.31,10791571.85,10757903.99,10633764.43,10686081.65
1065,d.balazs,Red Rangers,16200000,16749237.1,16973151.84,16920198.51,16724949.89,16807235.21,16766397.55,16799921.11,16951021.28,16794562.28,16851666.66
1066,g.sserugo,Red Rangers,22740000,23582111.48,23794211.35,23574589.27,23654746.9,24135827.2,22740000,22740000,22740000,22740000,22740000
1067,i.lehmann,Red Rangers,34170000,35746404.32,35523560.46,35139420.6,35765502.95,35669909.34,35490150.4,35660980.51,35328483.45,35800777.67,35689085.37
1068,j.chew,Red Rangers,22400000,23159438.96,23469049.45,23395830.04,23125856.63,23239633.87,23183166.99,23229520.54,23438449.17,23222110.8,23301069.95
1069,v.ssali,Red Rangers,21210000,22005028.32,21951561.24,21995452.26,22193281.56,21988436.16,22063200.61,22511912.71,21210000,21210000,21210000
1070,i.vong,Red Rangers,20940000,21782339.5,22225339.56,20940000,20940000,20940000,20940000,20940000,20940000,20940000,20940000
1071,j.riyadi,Red Rangers,2100000,2198055.49,2192180.56,2181133.04,2191631.81,2171197.4,2200223.39,2193359.07,2168049.06,2178715.68,2173421.91
1072,f.okon,Remarkable Flames,12980000,13456383.85,13502137.85,13776738.66,12980000,12980000,12980000,12980000,12980000,12980000,12980000
1073,g.degroot,Remarkable Flames,27120000,28068191.46,28124312.37,28377265.25,28115341.29,28210938.26,28784680.46,27120000,27120000,27120000,27120000
1074,p.sanyu,Remarkable Flames,14280000,14815266.59,14779268.96,14808819.34,14942011.35,14804095.63,14854432.09,15156535.29,14280000,14280000,14280000
1075,q.cheong,Remarkable Flames,15300000,16014404.31,15971601.2,15891112.12,15967603.21,15818723.93,16030198.96,15980187.48,15795786,15873499.92,15834931.02
1076,c.mirkovi,Remarkable Flames,26220000,27136724.93,27190983.42,27435541.84,27182310.05,27274734.56,27829436.64,26220000,26220000,26220000,26220000
1077,g.efendi,Remarkable Flames,13420000,13923030.65,13889200.94,13916971.68,14042142.32,13912532.45,13959837.44,14243746.75,13420000,13420000,13420000
1078,q.sumarni,Remarkable Flames,17320000,18119043.69,18006089.18,17811377.37,18128724.35,18080270.11,17989154.37,18075744.29,17907209.05,18146604.31,18089990.01
1079,y.vitali,Remarkable Flames,22970000,23991170.35,23714327.09,23830999.56,23773095.79,23820628.88,24034873.99,23813030.58,23893998.96,24379945.07,22970000
1080,j.bahri,Remarkable Flames,15500000,16176330.05,16025504.64,16239744.04,16189078.82,16002266.87,16080996.65,16041923.59,16073998.59,16218569.74,16068871.31
1081,r.begum,Remarkable Flames,25580000,26608989.7,27150152.15,25580000,25580000,25580000,25580000,25580000,25580000,25580000,25580000
1082,h.sat,Remarkable Flames,28510000,29841220.05,29761460.79,29611477.55,29754010.96,29476589.5,29870651.78,29777460.46,29433846.99,29578659,29506789.77
1083,b.asiedu,Remarkable Flames,35950000,37281306.4,37616618.2,37269414.43,37396136.82,38156683.73,35950000,35950000,35950000,35950000,35950000
1084,m.mansouri,Remarkable Flames,27100000,28289568.13,28147002.51,28282486.74,28018785.53,28393358.94,28304776.52,27978156.91,28115807.05,28047492.21,28103571.73
1085,h.tuhaise,Remarkable Flames,4290000,4455743.2,4477190.71,4435446.12,4494742.06,4480719.23,4429014.51,4450804.88,4439990.46,4448868,4488881.56
1086,p.solanki,Remarkable Flames,17940000,18548229.24,18796194.07,18737553.16,18521333.39,18612456.77,18567232.85,18604357.08,18771686.52,18598422.67,18661660.49
1087,g.boadi,Remarkable Flames,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000
1088,k.ndiweni,Remarkable Flames,32790000,34247735.13,33852537.46,34019089.05,33936430.61,34004284.76,34310122.69,33993438.09,34109021.59,34802716.53,32790000
1089,n.von,Remarkable Flames,11170000,11601550.48,11657393.98,11548702.37,11703092.96,11666581.32,11531956.19,11588692.43,11560534.61,11583649.31,11687833.81
1090,d.schmid,Remarkable Flames,27620000,28832393.79,28687092.6,28825176.52,28556415.36,28938176.16,28847894,28515007.15,28655298.55,28585672.87,28642828.45
1091,m.bwire,Remarkable Flames,33770000,35020576.28,35335554.84,35009405.43,35128443.4,35842870.92,33770000,33770000,33770000,33770000,33770000
1092,g.hungwe,Remarkable Flames,29210000,30484554.89,30200321.97,30604059.58,30508580.15,30156530.01,30304897.56,30231263.74,30291709.6,30564156.26,30282047.16
1093,z.delemovi,Remarkable Flames,27280000,28204888.16,28581949.51,28492778.72,28163989.69,28302554.11,28233785.51,28290237.52,28544682.74,28281213.51,28377374.47
1094,i.greenberg,Serious Ranchers,16370000,16970801.51,17028505.14,17374823.72,16370000,16370000,16370000,16370000,16370000,16370000,16370000
1095,d.onzia,Serious Ranchers,20300000,21060918.2,21009745.08,21051752.99,21241094.56,21045037.91,21116594.64,21546055.07,20300000,20300000,20300000
1096,l.sayed,Serious Ranchers,21990000,22949515.99,22735538.51,23039482.03,22967602.79,22702570.86,22814265.57,22758832.24,22804337.35,23009441.84,22797063.24
1097,f.nanfuka,Serious Ranchers,8500000,8828395.62,8870890.67,8788179.96,8905666.09,8877881.93,8775436.67,8818611.07,8797183.9,8814773.42,8894054.37
1098,v.siregar,Serious Ranchers,12690000,13154065.72,13275442.52,13192683.12,13050021.87,13282535.34,13247033.93,13180275.35,13243717.96,13120235.73,13295635.61
1099,w.fernando,Serious Ranchers,14650000,15301290.63,15124723.2,15199135.55,15162205.2,15192521.25,15329164.3,15187675.14,15239315.84,15549246.64,14650000
1100,k.supriadi,Serious Ranchers,32540000,33986620.95,33594436.38,33759718.13,33677689.9,33745026.71,34048532.86,33734262.74,33848965.01,34537371.03,32540000
1101,c.alanazi,Serious Ranchers,20520000,21471293.62,21273112.22,21345444.44,21779559.11,20520000,20520000,20520000,20520000,20520000,20520000
1102,l.bekher,Serious Ranchers,10810000,11238211.55,11116685.3,11314752.32,11284510.39,11227641.96,11281685.67,11176497.11,11325911.81,11290576.91,11160290.63
1103,q.henriksen,Serious Ranchers,20940000,21939370.34,21870923.26,21618546.34,21724907.74,21672121.28,21715453.58,21910764.54,21708526.79,21782339.5,22225339.56
1104,h.hansen,Serious Ranchers,22780000,23696355.96,24178282.48,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000
1105,n.muhammadu,Serious Ranchers,20440000,21132988.05,21415507.63,21348694.91,21102344.18,21206165.91,21154639.88,21196937.49,21387584.87,21190176.1,21262226.33
1106,l.razaie,Serious Ranchers,29850000,30955410.18,31233826.24,30945536.04,31050756.16,31682253.39,29850000,29850000,29850000,29850000,29850000
1107,b.sah,Serious Ranchers,28760000,29765530.47,29825045.12,30093294.56,29815531.55,29916909.45,30525346.98,28760000,28760000,28760000,28760000
1108,i.mwase,Serious Ranchers,40260000,41624955.92,42181425.49,42049826.66,41564597.68,41769091.95,41667602.81,41750915.04,42126426.95,41737597.36,41879512.33
1109,w.lotfi,Serious Ranchers,21450000,22177230.61,22473710.3,22403596.17,22145072.54,22254024.4,22199952.32,22244339.98,22444407.8,22237244.49,22312854.93
1110,b.gondo,Serious Ranchers,17950000,18608789.68,18672062.75,19051807.31,17950000,17950000,17950000,17950000,17950000,17950000,17950000
1111,c.arineitwe,Serious Ranchers,26890000,28085440.61,27761352,27897935.48,27830150.01,27885794.97,28136602.6,27876899.97,27971686.2,28540562.6,26890000
1112,b.putra,Serious Ranchers,26520000,27419121.48,27785678.19,27698991.63,27379362.41,27514066.53,27447213.77,27502093.07,27749449.64,27493320.46,27586802.46
1113,g.frimpong,Serious Ranchers,25790000,26664371.91,27020838.63,26936538.24,26625707.26,26756703.46,26691690.92,26745059.59,26985607.33,26736528.46,26827437.23
1114,t.bhebhe,Serious Ranchers,16770000,17799376.53,16770000,16770000,16770000,16770000,16770000,16770000,16770000,16770000,16770000
1115,e.atim,Spicy Pointers,21950000,22997573.01,22925824.52,22661274.69,22772766.23,22717433.72,22762856.07,22967587.47,22755595.18,22832968.1,23297335.4
1116,f.yusuf,Spicy Pointers,15080000,15799699.36,15750407.01,15568657.06,15645253.52,15607239.2,15638445.08,15779098.82,15633456.74,15686613.16,16005640.91
1117,l.vanags,Spicy Pointers,31920000,33091507.89,33204024.68,33879314.17,31920000,31920000,31920000,31920000,31920000,31920000,31920000
1118,m.namiiro,Spicy Pointers,14970000,15572188.26,15888888.88,14970000,14970000,14970000,14970000,14970000,14970000,14970000,14970000
1119,v.lahtinen,Spicy Pointers,20140000,20918104.45,21018792.73,20822816.99,21101190,21035357.9,20792622.88,20894920.81,20844151.03,20885827.84,21073677.07
1120,v.macuacua,Spicy Pointers,19990000,20723660.49,20794124.48,21217026.64,19990000,19990000,19990000,19990000,19990000,19990000,19990000
1121,j.soares,Spicy Pointers,28930000,28930000,28930000,28930000,28930000,28930000,28930000,28930000,28930000,28930000,28930000
1122,a.patal,Spicy Pointers,24510000,25428724.38,25366938.52,25417658.41,25646267.37,25409550.7,25495947.52,26014473.38,24510000,24510000,24510000
1123,l.namaganda,Spicy Pointers,7860000,8209429.65,8114697.91,8154621.53,8134807.7,8151072.83,8224384.4,8148472.81,8176179.01,8342462.7,7860000
1124,i.conte,Spicy Pointers,32380000,33819507.88,33429251.69,33593720.75,33512095.85,33579101.57,33881115.36,33568390.52,33682528.79,34367549.9,32380000
1125,g.ibraimo,Spicy Pointers,11350000,12046685.96,11350000,11350000,11350000,11350000,11350000,11350000,11350000,11350000,11350000
1126,b.mayer,Spicy Pointers,27460000,28476903.31,28733027.42,28467819.76,28564615.21,29145550.35,27460000,27460000,27460000,27460000,27460000
1127,f.meier,Spicy Pointers,21990000,23004490.22,22861079.73,22613867.69,23016781.09,22955262.11,22839578.79,22949515.99,22735538.51,23039482.03,22967602.79
1128,n.dutta,Spicy Pointers,16830000,17578206.23,17375364.6,17460849.91,17418424.13,17453251.37,17610227.66,17447684.14,17507009.25,17863059.45,16830000
1129,w.nakato,Spicy Pointers,13170000,13678820.04,13744662.37,13616509.42,13798543.81,13755494.71,13596764.82,13663659.74,13630460.23,13657713.64,13780552.48
1130,q.abo,Strange Pioneers,17550000,18207838.15,18163597.35,18199914.53,18363606.38,18194109.13,18255972.21,18627254.5,17550000,17550000,17550000
